codigo,titulo,autor,fecha_publicacion,precio
2253140589,Amerigo : R�?�ccit d'une erreur historique,St�?�cfan Zweig,1997,1.31
2277233617,Une Breve Histoire Du Temps,Stephen Hawking,1998,19.58
202025462X,Hygiene De Lassassin,Amelie Nothomb,2002,13.66
2277116092,Le P�?ªcheur,Clifford D. Simak,1999,5.22
2253049069,Trois Hommes Dans Un Bateau,Jerome,0,16.26
2266002635,Le Guinguette à deux sous (Presses pocket ; 1344),Georges Simenon,1977,2.83
2253044903,Le Parfum : Histoire d'un meurtrier,Patrick S�?¼skind,1988,12.76
2253152846,Metaphysique Des Tubes,Amelie Nothomb,2002,7.79
2290312959,Des fleurs pour algernon,Daniel Keyes,2001,1.84
2266104853,C'est comment l'Am�?�crique,Frank Mccourt,2002,17.39
2020579391,La Ballade de l'impossible,Haruki Murakami,2003,18.54
2070366081,Salammbo,Gustave Flaubert,0,5.56
553225448,Conan the Barbarian,L. Sprague De Camp,1982,9.71
786703377,The Mask of Cthulhu,August Derleth,1996,7.86
345350804,The Best of H. P. Lovecraft: Bloodcurdling Tales of Horror and the Macabre,H.P. Lovecraft,1987,10.82
895551950,Saint Dominic (Cross and Crown Series of Spirituality),Mary Dorcy,1982,8.31
872168328,Horror House,J.N. Williamson,1981,44.0
786705302,Healing With Magnets,Gary Null,1998,10.84
743203178,Nothing Like It In the World : The Men Who Built the Transcontinental Railroad 1863-1869,Stephen E. Ambrose,2001,8.23
812550897,"The Wandering Arm (Catherine Levendevr Mystery Series , Vol 3)",Sharan Newman,1996,1.59
881849804,The Mind Cage (Masters of Science Fiction),A.E. Van Vogt,1993,3.31
671725254,The COLDEST WAR: A MEMOIR OF KOREA,James Brady,1991,8.22
810934302,Maps and Mapmakers of the Civil War,Earl B. McElfresh,1999,17.78
006008118X,Mr. Lincoln's Wars : A Novel in Thirteen Stories,Adam Braver,2003,22.48
312266588,"The Templars : The Dramatic History of the Knights Templar, the Most Powerful Military Order of the Crusades",Piers Paul Read,2000,12.56
312906765,Dagon,Fred Chappell,1987,6.85
312274785,The Year's Best Science Fiction: Eighteenth Annual Collection,Gardner Dozois,2001,22.95
884042871,"Death Quest (Mission Earth Series, Vol 6)",L. Ron Hubbard,1987,9.75
884042847,"The Enemy Within (Mission Earth, Vol 3)",L. Ron Hubbard,1988,4.74
445204303,Cyteen III : Vindication (Cyteen),C.J. Cherryh,1989,3.84
380003821,Dispossessed,Ursula K. Le Guin,1985,36.04
879801646,Thought Dial,Sidney Omarr,1980,11.29
553227734,Guns of August,Barbara W. Tuchman,1982,8.46
486232948,How Good Is Your Chess?: Rate Your Skill and Improve Your Strategy by Participating in 35 Master Games,Leonard Barden,1976,5.8
553241575,Matarese Circle,Robert Ludlum,1981,13.11
553205315,Road to Gandolfo,Robert Ludlum,1992,19.77
671493515,FUND CONTRACT BRDG,Charles H. Goren,1983,6.34
828103054,The Civil War (American Heritage Library),Bruce Catton,1985,4.58
812561589,Spotlight,Carole Bellacera,2001,5.15
670884839,My Little Blue Dress,Bruno Maddox,2001,1.53
8466301526,Cuba Libre,Elmore Leonard,2002,4.83
8472234320,Malena Es UN Nombre De Tango (Andanzas),Almudena Grandes,2002,23.83
449227421,The Third Twin,Ken Follett,1997,5.13
3404118839,Das Pharao- Komplott.,Philipp Vandenberg,1992,9.79
3442430879,Schau Dich nicht um.,Joy Fielding,1995,4.14
3426600218,Dinopark/Jurassic Park,Michael Crichton,1994,10.25
3809413747,Generation Mama. ... und die Welt steht Kopf.,Birgit Sch�?¶nberger,2003,7.16
3442723833,Das Bl�?¼tenstaubzimmer.,Zoe Jenny,1999,8.68
096788330x,Duncan Delaney and the Cadillac of Doom,A. L. Haskett,2000,16.72
8467004118,Irak: El Estado Incierto,Eric Frattini,2003,21.95
929141652,Speak Ill of the Dead (Rendez Vous Crime Series),Mary Jane Maffini,2001,2.41
525244581,The Tao of Pooh,Benjamin Hoff,1982,9.26
373706847,Married To The Man (Reunited) (Harlequin Superromance No 684),Caroline Arnold,1996,13.86
440414121,The Watsons Go to Birmingham - 1963 (Yearling Newbery),CHRISTOPHER PAUL CURTIS,1997,2.12
3442441080,Im Angesicht des Feindes.,Elizabeth George,1998,7.08
3492238572,Wer hat Angst vorm b�?¶sen Wolf. Sonderausgabe.,Karin Fossum,2003,2.88
805010858,I Is for Innocent (A Kinsey Millhone Mystery),Sue Grafton,1992,16.6
963622927,Sign With Your Baby : How to Communicate With Infants Before They Can Speak (book only),Burton White,1999,17.0
1558506462,Small Miracles: Extraordinary Coincidences from Everyday Life,Yitta Halberstam,1997,11.47
140245480,The Red Queen: Sex and the Evolution of Human Nature,Matt Ridley,1995,14.38
451167716,The Godfather,Mario Puzo,2004,9.45
069811695X,This Place Has No Atmosphere,Paula Danziger,1999,30.89
262121867,"The Trouble with Computers: Usefulness, Usability, and Productivity",Thomas K. Landauer,1995,8.79
9839236083,Corruption and the Destiny of Asia,Syed Hussein Alatas,2000,7.97
811830454,My Fabulous Life: Musings on a Marvelous Me,Jennifer Worick,2001,17.21
310329914,Be Still and Know,Millie Stamm,1981,4.64
440203430,Crimson Joy,Robert B. Parker,1997,9.54
446606324,The Winner,David Baldacci,1998,2.14
553211234,The Pickwick Papers,Charles Dickens,1983,4.31
1593080077,Jane Eyre (Barnes &amp; Noble Classics),Charlotte Bronte,2003,18.22
446604089,The Best Laid Plans,Sidney Sheldon,1998,6.0
446603287,A Wild and Lonely Place (Sharon McCone Mysteries (Paperback)),Marcia Muller,1996,7.98
446343013,One Writer's Beginnings,Eudora Welty,1987,4.98
451202473,Bones,Jan Burke,2001,7.55
60548827,Chinese Takeout : A Novel,Arthur Nersesian,2003,7.09
804119937,The Trials of Angela,MILLIE CRISWELL,2002,2.41
1558746986,Chicken Soup for the Unsinkable Soul - Stories of Triumphing Over Life's Obstacles,Jack Canfield,1999,12.51
515132187,The Villa,Nora Roberts,2002,16.9
704349469,A Different Life,Lois Keith,1998,5.73
394758439,Cultural Literacy: What Every American Needs to Know,E.D. Hirsch Jr.,1988,11.42
449213447,The Chosen,Chaim Potok,1995,12.18
446670251,The Virgin Suicides,Jeffrey Eugenides,1994,12.13
8831760122,La Testa Fra Le Nuvole,Tamaro,0,4.8
8807811022,Ex Cattedra,Domenico Starnone,1996,11.47
8804356812,E già mercoledì e io no (Biblioteca umoristica Mondadori),Alessandro Bergonzoni,1992,8.54
8817840459,Il pensiero segreto: Prose di conversazione,Vittorio Sgarbi,1990,36.6
8817660590,Seta (La scala),Alessandro Baricco,1996,10.8
8845224279,La Bruttina Stagionata,Carmen Covitio,0,26.46
8885989403,Va' dove ti porta il cuore (Romanzi e racconti),Susanna Tamaro,1994,42.6
8807809907,Terra!,Benni,0,9.95
8806116398,Garzanti - Gli Elefanti: Teresa Battista Stanca Di Guerra,J Amado,0,12.73
61098736,Murder in Spokane,Mark Fuhrman,2002,6.12
448095149,"The Whispering Statue (Nancy Drew Mystery Stories, No 14)",Carolyn Keene,1970,8.6
702227773,The Copper Crucible: A Novel,Betty Collins,1996,7.4
1841219266,Stargirl,Jerry Spinelli,2002,21.71
671015842,Mr. Macgregor,Alan Titchmarsh,1999,4.13
140149708,Peace Work,Milligan,1999,18.56
434271918,The Liar,Stephen Fry,1991,7.72
1840461535,Introducing Darwin and Evolution (Introducing),Jonathan Miller,2000,4.74
563534753,The Life Laundry: How to De-Junk Your Life,Dawn Walter,2003,2.57
563487496,The Life Laundry: How to Stay De-Junked Forever,Dawna Walter,2003,4.27
1862042497,Seven Steps to Developing Your Intuitive Powers: An Interactive Workbook,Betty Bethards,1998,32.31
330328573,Dracula: the Novelisation,Fred Saberhagen,1992,13.73
751516880,Illustrated Beatles Lyrics,Alan Aldrich,1996,19.0
014062225X,The Rainbow (Penguin Popular Classics),D.H. Lawrence,1998,4.92
140622144,To the Lighthouse (Penguin Popular Classics),Virginia Woolf,1996,2.13
340765429,Trowel and Error,Alan Titchmarsh,2002,7.55
034066049X,Well Groomed,Fiona Walker,1997,8.33
425154092,From Potter's Field,Patricia Daniels Cornwell,1996,1.24
425179613,It's Not About the Bike: My Journey Back to Life,Lance Armstrong,2001,85.2
375724370,Anil's Ghost (Vintage International),Michael Ondaatje,2001,8.05
446677671,Sidetracked Home Executives(TM) : From Pigpen to Paradise,Pam Young,2001,15.83
60969911,"Get Your Act Together!: A 7-Day Get-Organized Program for the Overworked, Overbooked, and Overwhelmed",Pam Young,1993,7.67
342310516X,Wenn ein Reisender in einer Winternacht.,Italo Calvino,1999,4.44
3492040683,Die Frau des Piloten.,Anita Shreve,1998,8.85
3502506809,Schicksal in Person/Nemesis,Agatha Christie,1994,1.97
3453127013,Der Regenmacher.,John Grisham,1997,5.53
3453172841,Stra�?�?enpizza.,Kinky Friedman,2000,6.59
359650547X,Orlando. Jubil�?¤ums- Edition. Eine Biographie.,Virginia Woolf,2002,9.52
330262726,Smiley's People,John le Carre,1980,7.67
330253565,Honourable Schoolboy,John Le Carre,0,13.23
553057960,Time Bomb,Jonathan Kellerman,1990,19.3
671014196,The Summerhouse,Jude Deveraux,2002,12.35
688171877,"Ahab's Wife: Or, The Star-Gazer: A Novel",Sena Jeter Naslund,1999,14.52
871136791,Cold Mountain,Charles Frazier,1997,2.96
8478808868,Agobios nos da la vida: Sabios consejos para torear los problemas del día a día,María Teresa Campos,1997,11.69
679400540,Be Sweet: A Conditional Love Story,Roy Blount Jr.,1998,5.97
805009213,The Fool's Progress,Edward Abbey,1988,8.51
679406557,No Mercy: A Journey to the Heart of the Congo,Redmond O'Hanlon,1997,32.15
684814773,The Quit,Evan Harris,1996,7.22
957131577X,"Yu shang 100% de nu hai (in traditional Chinese, NOT in English)",shang chun shu Cun,1995,8.16
517881004,The Vampire Encyclopedia,Matthew Bunson,1993,4.05
1879181363,Starwalking: Shamanic Practices for Traveling into the Night Sky,Page Bryant,1997,10.13
671518909,The MIRACLE OF CHANGE,Dennis Wholey,1998,13.16
055321277X,Dr. Jekyll and Mr. Hyde (Bantam Classics),ROBERT LOUIS STEVENSON,1982,5.41
006039241X,Zone Perfect Meals in Minutes: 150 Fast and Simple Healthy Recipes from the Bestselling Authorof the Zone and Mastering the Zone,Barry Sears,1997,5.42
553380095,The Heart of a Woman,Maya Angelou,1997,17.26
60391502,The Zone: A Dietary Road Map to Lose Weight Permanently : Reset Your Generic Code : Prevent Disease : Achieve Maximum Physical Performance,Barry Sears,1995,3.77
874779669,Coming Out Spiritually: The Next Step,Christian De LA Huerta,1999,7.6
679726225,"Wilderness : The Lost Writings of Jim Morrison (Morrison, Jim, Lost Writings of Jim Morrison (Vintage Books (Firm)), V. 1.)",JIM MORRISON,1989,7.95
306810123,The Last Madam: A Life in the New Orleans Underworld,Christine Wiltz,2001,3.03
1555834310,Alec Baldwin Doesn't Love Me and Other Trials of My Queer Life,Michael Thomas Ford,1998,14.47
684841827,FOOTNOTES : What You Stand For Is More Important Than What You Stand In,Tommy Tune,1997,3.42
440504708,"I'm Good Enough, I'm Smart Enough, and Doggone It, People Like Me! : Daily Affirmations By Stuart Smalley",AL FRANKEN,1992,3.95
671521136,MARY REILLY : MARY REILLY (Movie-Tie-in),Valerie Martin,1996,14.56
399518460,The Gold's Gym Book of Weight Training,Ken Sprague,1994,10.0
688140718,Trapped in the Mirror,Elan Golomb,1995,9.79
853301239,A Treatise on White Magic or The Way of the Disciple,Alice A. Bailey,1998,3.42
553284347,Toxic Parents: Overcoming Their Hurtful Legacy and Reclaiming Your Life,Susan Forward,1990,17.71
345356500,Garfield's Thanksgiving,JIM DAVIS,1988,10.75
440473500,RAMONA QUIMBY AGE 8 (Ramona Quimby (Paperback)),BEVERLY CLEARY,1982,5.38
773674489,Mystery House,Jean Booker,1996,87.4
743423682,Hollywood Wives - The New Generation,Jackie Collins,2002,3.48
1410798860,The Diary of Alice Mary: A Factual Childhood Diary Written During the World War II Years by Joe Connally for His Young Motherless Child With Quotations Throughout This Book,Alice Mary Connally Fisk,2003,3.55
525945938,Scarlet Feather,Maeve Binchy,2001,5.43
042516876X,Range of Motion,Elizabeth Berg,2000,2.14
385496095,Traveling Mercies: Some Thoughts on Faith,Anne Lamott,2000,1.89
385475721,The Blind Assassin,Margaret Atwood,2000,12.52
385319908,A Place of My Own : The Education of an Amateur Builder,MICHAEL POLLAN,1998,7.69
425142035,Missing in Manhattan: The Adams Round Table,Bill Adler,1994,10.0
61096253,The Butter Did It : A Gastronomic Tale of Love and Murder (Chas Wheatley Mysteries),Phyllis Richman,1998,4.22
1551667509,Haunted,Heather Graham,2003,3.79
553277723,"NIGHT SHE DIED, THE",DOROTHY SIMPSON,1985,1.43
425068099,The Witness for the Prosecution and Other Stories,Agatha Christie,1996,34.16
449146391,Murder at the PTA Luncheon,VALERIE WOLZIEN,1990,24.19
312421117,Elegy for Iris,John Bayley,2001,14.0
761514430,Lean and Luscious and Meatless (Lean and Luscious Series),Millie Snyder,1998,8.71
679405283,The Tale of the Body Thief (Vampire Chronicles),Anne Rice,1992,4.65
440508975,Bibliotherapy: The Girl's Guide to Books for Every Phase of Our Lives,Nancy K. Peske,2001,5.43
6751504,The Secret Life of Sally Tomato,Jean Ure,2001,5.19
515137111,Birthright,Nora Roberts,2004,30.83
345456939,Gone Too Far,SUZANNE BROCKMANN,2004,33.09
60504110,Die in Plain Sight,Elizabeth Lowell,2004,51.93
60542799,An Hour to Kill : A Novel,Karin Yapalater,2004,10.51
743469844,Flirting with Pete : A Novel,Barbara Delinsky,2004,6.92
553583573,Dark Horse,TAMI HOAG,2004,11.7
446613886,Land of the Living,Nicci French,2004,10.45
449148238,Buried Lives,Nancy Star,1993,25.57
373289278,"Badlands Bride (Harlequin Historical, 327)",Cheryl St. John,1996,1.86
880781000X,La Casa Degli Spiriti,Isabel Allende,1995,22.42
451205561,The Chocolate Cat Caper,Joanna Carl,2002,18.26
1551667371,Thicker Than Water,Maggie Shayne,2003,12.66
1551667398,The Bad Witness,Laura Van Wormer,2003,6.32
778320324,Pale Moon Rising (Mira),Ginna Gray,2004,2.83
778320413,While Others Sleep (Mira),Helen R Myers,2004,7.6
553107380,Pawing Through the Past (Mrs. Murphy Mysteries (Hardcover)),Rita Mae Brown,2000,5.55
375406182,Plainsong,Kent Haruf,1999,7.4
553271636,D Is for Deadbeat (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1988,14.47
1892145057,T. Bor: Tiborocity Exhibition,Maira Kalman,2002,9.21
345389964,A Son of the Circus,John Irving,1995,7.95
486256111,Story of the Titanic Postcards (Card Books),Frank Braynard,1988,7.96
679751521,Midnight in the Garden of Good and Evil,John Berendt,1999,13.21
590120727,Help!: I'm Trapped in My Principal's Body,Todd Strasser,1998,9.53
1888054557,Postmarked Yesteryear: 30 Rare Holiday Postcards,Pamela E. Apkarian-Russell,2001,7.95
312099045,Route 66 Postcards: Greetings from the Mother Road,Michael Wallis,1993,3.32
312966091,Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,1998,5.35
385265565,There Are No Children Here: The Story of Two Boys Growing Up in the Other America,Alex Kotlowitz,1992,10.39
670813648,Misery,Stephen King,1990,3.48
892961759,Only When I Laugh,Len Deighton,1987,1.48
345372433,The Good Husband,Gail Godwin,1994,17.37
399144315,The Cat Who Saw Stars,Lilian Jackson Braun,1999,10.33
786883219,Brain Droppings,George Carlin,1998,8.16
375504613,A Short Guide to a Happy Life,ANNA QUINDLEN,2000,23.55
785263535,"The Savage Nation: Saving America from the Liberal Assault on Our Borders, Language and Culture",Michael Savage,2003,9.53
380896389,Until Proven Guilty,J.A. Jance,1985,10.48
380896419,Injustice for All: A J.P. Beaumont Mystery,J.A. Jance,2004,1.45
671252941,Knock Wood,Candice Bergen,1984,9.03
155972272X,Bette: An Intimate Biography of Bette Midler,George Mair,1995,1.76
393046338,The Republic of Dreams: A Reverie,G. Garfield Crimmins,1998,77.1
671001795,Two for the Dough,Janet Evanovich,1996,3.57
316526835,Deep Water Passage: A Spiritual Journey at Midlife,Ann Linnea,1995,5.15
385307888,I Could Do Anything If I Only Knew What It Was: How to Discover What You Really Want and How to Get It,Barbara Sher,1994,6.43
039447970X,Centennial,James A. Michener,1974,4.63
425161285,Turtle Moon,Alice Hoffman,1997,27.38
156904365,Till We Have Faces: A Myth Retold,C. S. Lewis,1980,2.5
8804342838,Due di due (Bestsellers),Andrea De Carlo,1991,3.57
743448421,Alphabetical Hook-Up List A-J,Phoebe McPhee,2002,10.67
014034991X,Westing Game,Ellen Raskin,1992,9.44
440414539,Lily's Crossing (Yearling Newbery),Patricia Reilly Giff,1999,20.37
006106498X,Wishbone Classic #11 Adv of Tom Sawyer (Wishbone),Stephen Fuentes,1997,9.31
553274295,Where the Red Fern Grows,Wilson Rawls,1984,1.3
590457799,Knitwits,William Taylor,1994,23.87
689800843,Running Out of Time,Margaret Peterson Haddix,1995,3.24
590457233,You Be the Jury: Courtroom IV (You Be the Jury),Marvin Miller,1992,15.42
689311001,BABY SITTING IS A DANGEROUS JOB,Willo Davis Roberts,1985,10.22
590926675,"So Far From Home : The Diary of Mary Driscoll, an Irish Mill Girl, Lowell, Massachusetts, 1847 (Dear America)",Barry Denenberg,1997,5.37
671794019,Jennifer Murdley's Toad (Magic Shop Books),Bruce Coville,1993,3.2
440403332,Everyone Else's Parents Said Yes,Paula Danziger,1990,15.18
440948991,Luckiest Girl,Beverly Cleary,1980,20.25
689849176,Just Ella,Margaret Peterson Haddix,1999,9.97
1586480103,My War,Andy Rooney,2000,9.91
1570282021,The Secrets of Tae Kwon Do,J.  Lawler,1998,6.2
877950938,Star child: A novel,Fred Mustard Stewart,1974,18.56
743490398,The Ultimate Weight Solution Food Guide,Phil McGraw,2003,6.77
451524667,Animal Farm,George Orwell,1990,31.67
446600253,"Bless Me, Ultima",Rudolfo Anaya,1994,16.72
345386744,The Talismans of Shannara (Heritage of Shannara (Paperback)),Terry Brooks,1994,7.6
965894355,Chic &amp; Slim Encore: More About How French Women Dress Chic Stay Slim -- and How You Can Too!,Anne Barone,2000,7.89
671039857,The End of the Rainbow (Hudson),V.C. Andrews,2001,10.06
671039830,"Eye Of The Storm (Hudson, Book 3)",V.C. Andrews,2000,2.09
671007696,Lightning Strikes (Hudson),V.C. Andrews,2000,9.47
067100767X,Rain,V.C. Andrews,2000,4.38
140063838,Clinging to the Wreckage,John Mortimer,1983,10.43
207169519,New and selected poems (A &amp; R modern poets),John Forbes,1992,4.35
684870819,Chocolate For A Teens Soul : Lifechanging Stories For Young Women About Growing Wise And Growing Strong,Kay Allenbaugh,2000,19.53
1558748040,"Chicken Soup for the Teenage Soul Letters - Letters of Life, Love and Learning (Chicken Soup for the Teenage Soul)",Jack Canfield,2001,5.71
425132986,Far and Away,Sonja Massie,1992,3.13
439053862,A Coal Miner's Bride: The Diary of Anetka Kaminska (Dear America),Susan Campbell Bartoletti,2000,6.39
743403614,Orphans (Orphans Series),V.C. Andrews,2000,38.25
013029442X,Cities and Privatization: Prospects for the New Century,Jeffrey D. Greene,2001,3.89
8495501074,Ensayo sobre la ceguera,Jose Saramago,2001,23.51
843925027,Maniac,Stuart Friedman,1987,4.58
756400953,"Jaran (Jaran, 1)",Kate Elliott,2002,16.19
1559210869,"East Wind: West Wind (Buck, Pearl S. Oriental Novels of Pearl S. Buck, 8th,)",Pearl S. Buck,1993,5.82
886779960,"Sword and Sorceress 18 (Sword and Sorceress, 18)",Marion Zimmer Bradley,2001,5.31
033042095X,Rat Race / To the Hilt,Dick Francis,2003,46.77
789716399,Easy Internet,Joe Kraynak,1998,5.26
821767240,An Unwilling Bride,Jo Beverley,2000,6.45
515135356,Crime School,Carol O'Connell,2003,8.09
316782262,All He Ever Wanted,Anita Shreve,2003,7.15
525945210,A Man Named Dave: A Story of Triumph and Forgiveness,David J. Pelzer,1999,12.54
786869054,The Sunday Wife: A Novel,Cassandra King,2002,21.83
446530387,Stone Kiss (Peter Decker &amp; Rina Lazarus Novels (Hardcover)),Faye Kellerman,2002,4.09
688177743,Keeping Faith : A Novel,Jodi Picoult,2000,14.88
375413634,The Emperor of Ocean Park (Today Show Book Club #1),Stephen L. Carter,2002,3.95
425147762,Red Azalea,Anchee Min,1995,3.14
399149295,Blood Orchid (Holly Barker Novels (Hardcover)),Stuart Woods,2002,8.79
66212693,Good Girls Gone Bad,Jillian Medoff,2002,10.6
670031062,Must Love Dogs: A Novel,Claire Cook,2002,5.32
679439382,The Little Friend,Donna Tartt,2002,24.89
1565123417,A Private Sorcery: A Novel,Lisa Gornick,2002,10.06
451179188,Throat,Peter Straub,1999,3.97
786867612,Nothing to Fall Back On: The Life and Times of a Perpetual Optimist,Betsy Carter,2002,3.13
61098035,Burn Factor,Kyle Mills,2002,10.97
553572105,Fly Away Home,Judith Kelman,1997,8.68
051512950X,Straw Men,Martin J. Smith,2001,3.36
312926456,"Unanswered Cries : A True Story Of Friends, Neighbors, And Murder In A Small Town",Thomas French,1992,18.72
786889837,Buried Evidence,Nancy Taylor Rosenberg,2002,5.99
804108749,Saint Maybe,ANNE TYLER,1992,7.22
425121631,Rules of Prey,John Sandford,1992,12.25
804109052,Undue Influence,Shelby Yastrow,1992,3.53
345402308,Fourth Procedure,STANLEY POTTINGER,1995,10.05
451168690,Mystery,Peter Straub,1997,40.05
067945960X,Monster: A Novel,Jonathan Kellerman,1999,27.81
316693235,Violets Are Blue,James Patterson,2001,15.71
451188616,The Heir,Catherine Coulter,1996,18.36
050552208X,A Darker Dream,Amanda Ashley,1997,18.09
380820846,Romancing Mister Bridgerton,Julia Quinn,2002,15.31
425153975,The Eyes of Darkness,Dean R. Koontz,1996,35.64
425119653,Mutation,Robin Cook,1991,28.06
553579983,And Then You Die,Iris Johansen,1998,9.56
399149325,Portrait of a Killer: Jack the Ripper -- Case Closed,Patricia Cornwell,2002,3.23
042515971X,Blown Away,David Wiltse,1997,8.31
1583144269,Smitten,Sonia Icilyn,2003,10.02
446610852,The Kissing Game,Kasey Michaels,2003,3.76
821771426,Say You're Mine,Judi McCoy,2002,7.68
671744577,Eternity,Jude Deveraux,1992,6.06
373261047,Real Murders,Richard Harris,1992,13.06
743233468,Bare Bones : A Novel,Kathy Reichs,2003,18.94
804114986,The Bonesetter's Daughter,Amy Tan,2002,11.02
380808072,First Lady,Susan Elizabeth Phillips,2000,8.02
067179356X,In the Name of Love : Ann Rule's Crime Files Volume 4 (Ann Rule's Crime Files),Ann Rule,1998,8.77
743410505,Deadly Decisions,Kathleen J. Reichs,2001,8.89
380750848,A Heart So Wild,Johanna Lindsey,1986,4.26
425151883,Blush,Suzanne Forster,1996,12.17
446611808,Envy,Sandra Brown,2002,9.39
310220033,Vanished,Alton Gansky,2000,20.8
553583360,Slightly Shady,Amanda Quick,2002,58.75
446600709,Assumed Identity,David Morrell,1994,2.07
671019929,ESAU,Philip Kerr,1998,4.43
044915002X,Shameless,Jennifer Blake,1997,18.92
425178579,Betrayal in Death,Nora Roberts,2001,17.45
449907953,The Age of Grief,Jane Smiley,1992,8.74
1551669498,Girls Night,Stef Ann Holm,2002,9.98
038081448X,The Rambunctious Lady Royston,Kasey Michaels,1983,23.64
140069135,The Name of Annabel Lee (Crime Monthly),Julian Symons,1985,6.34
696214563,Making a Home,Better Homes and Gardens,2001,55.45
044808919X,Disappearing Floor (Hardy Boys Mystery Stories),Franklin W. Dixon,1940,3.2
448089165,Figure in Hiding (The Hardy Boys 16),Franklin W. Dixon,1937,11.91
451626079,The Upanishads,Prabhavananda,1990,15.74
1563831236,Gifts in a Jar: Bars &amp; Brownies,G &amp; R Publishing,2001,1.57
156383121X,Gifts in a Jar: Cookies,G &amp; R Publishing,2001,8.92
28620666,Betty Crocker's Best of Baking : More Than 350 of America's Favorite Recipes,Betty Crocker,1997,5.66
1892051176,Guinness World Records 2003 (Guinness World Records),Claire Folkard,2002,15.71
877201358,La Gran Aventura de Alejandro (R 576 P),Abby Kanter,1994,72.91
844273252,Guide to Spanish Idioms,Raymond H. Pierson,1985,9.66
201741644,Macromedia Director 8.5 Shockwave Studio for 3D: Training from the Source,Phil Gross,2001,13.76
1559362324,Anna in the Tropics,Nilo Cruz,2003,6.27
345430786,Manifold: Space (Manifold (Paperback)),Stephen Baxter,2002,9.96
316710571,Sam's Letters to Jennifer,James Patterson,2004,10.49
60555513,The Last Goodbye,Reed Arvin,2004,14.0
892967544,First Degree,David Rosenfelt,2003,19.6
399148655,The Delicate Storm (Marian Wood Book),Giles Blunt,2003,24.86
312319142,Paranoia : A Novel,Joseph Finder,2004,7.04
345457587,"Shadow Account (Frey, Stephen)",STEPHEN FREY,2004,4.97
345453417,"Cry No More (Howard, Linda)",LINDA HOWARD,2003,4.37
60555653,The Polished Hoe,Austin Clarke,2003,20.66
316591122,Fear Itself: A Fearless Jones Novel,Walter Mosley,2003,11.06
312319517,"Avenger (Forsyth, Frederick)",Frederick Forsyth,2003,8.85
380978830,"Death Trap : An Alaska Mystery (Henry, Sue)",Sue Henry,2003,2.84
385336209,"Blinded (White, Stephen)",STEPHEN WHITE,2004,5.2
553802526,The Killing Hour,LISA GARDNER,2003,8.02
446530689,The Protector,David Morrell,2003,10.56
399150854,Blacklist: A V.I. Warshawski Novel,Sara Paretsky,2003,10.16
60083956,Mr. Paradise:  A Novel,Elmore Leonard,2004,15.4
446531421,Still Life With Crows,Lincoln Child,2003,11.78
312306814,A Grave Denied: A Kate Shugak Novel,Dana Stabenow,2003,2.59
312271786,Off the Chart: A Novel,James W. Hall,2003,4.62
399150870,Stone Cold: A Jesse Stone Novel,Robert B. Parker,2003,4.55
399149821,Dirty Work,Stuart Woods,2003,14.88
553802496,Odd Thomas,Dean Koontz,2003,48.33
345452577,The Conspiracy Club,JONATHAN KELLERMAN,2003,9.4
1400041414,The Murder Room,P.D. JAMES,2003,5.43
60193883,A Bloodhound to Die For,Virginia Lanier,2003,11.22
743428684,Midnight Flight (Ay Adult - Andrews),V.C. Andrews,2003,2.52
525947655,A Perfect Day,Richard Paul Evans,2003,2.19
312316690,"The Tristan Betrayal (Ludlum, Robert)",Robert Ludlum,2003,6.39
60005556,"Last to Die (Grippando, James)",James Grippando,2003,28.7
312304269,Runaway Heart: A Novel,Stephen J. Cannell,2003,6.55
399148760,Seizure,Robin Cook,2003,14.54
316603287,The Lake House,James Patterson,2003,8.96
399145664,Family Honor,Robert B. Parker,1999,11.58
425178102,Big Trouble,Dave Barry,2001,9.46
553580515,Passage,Connie Willis,2002,15.37
749301015,My Left Foot,Christy Brown,1991,11.57
445204222,Wizard War,Hugh Cook,1987,27.36
1930252501,The Brink,Alien Stevens,2002,19.1
515123293,The Last Heroes (Men at War (Paperback Jove)),W. E. B. Griffin,1998,8.02
312985207,Stephen Coonts' Deep Black (Deep Black),Stephen Coonts,2003,12.06
449220354,Final Approach,John J. Nance,1994,13.17
312981260,Temple,Matthew Reilly,2002,3.6
067104754X,Purgatory Ridge (Cork O'Connor Mysteries),William Kent Krueger,2002,10.78
385144741,Memento,Michael Macdonald Mooney,1979,10.09
385144342,"Mark Coffin, U.S.S: A novel of Capitol Hill",Allen Drury,1979,5.32
595175686,The Bridge,Michael Darkow,2001,5.82
1594082316,New England Interlude,Maria Elena Morgan,2003,5.51
1410777057,Hidden Agendas,Maria Elena Morgan,2003,6.04
374172471,Homesickness : A Novel,Murray Bail,1999,8.15
2070394867,Kitchen,Banana Yoshimoto,1996,17.69
609807420,The Business Plan for the Body,Jim Karas,2001,12.47
425122956,Majestic,Whitley Strieber,1990,5.29
451208765,Sleep No More,Greg Iles,2003,20.89
618129022,The Lord of the Rings (Movie Art Cover),J.R.R. Tolkien,2001,6.95
345423402,A Kiss of Shadows (Meredith Gentry Novels (Paperback)),LAURELL K. HAMILTON,2002,30.24
